iter	Passed	Remaining
130	3522	23369
131	3551	23353
132	3587	23387
133	3615	23368
134	3645	23357
135	3676	23356
136	3706	23345
137	3733	23323
138	3762	23305
139	3790	23285
140	3820	23275
141	3846	23241
142	3873	23211
143	3897	23170
144	3924	23143
145	3951	23110
146	3976	23073
147	4002	23039
148	4029	23014
149	4063	23025
150	4089	22993
151	4116	22967
152	4141	22929
153	4166	22890
154	4193	22859
155	4219	22829
156	4246	22800
157	4279	22804
158	4306	22776
159	4333	22750
160	4361	22727
161	4392	22720
162	4420	22696
163	4449	22682
164	4478	22666
165	4506	22639
166	4536	22627
167	4563	22602
168	4590	22573
169	4615	22535
170	4643	22512
171	4671	22489
172	4696	22449
173	4719	22406
174	4745	22371
175	4770	22333
176	4794	22293
177	4823	22272
178	4850	22245
179	4875	22211
180	4900	22174
181	4925	22138
182	4952	22111
183	4978	22078
184	5004	22048
185	5029	22009
186	5054	21973
187	5079	21938
188	5105	21905
189	5130	21873
190	5156	21839
191	5183	21813
192	5209	21781
193	5233	21744
194	5258	21709
195	5284	21678
196	5310	21645
197	5336	21614
198	5360	21578
199	5386	21545
200	5411	21512
201	5437	21482
202	5465	21459
203	5490	21422
204	5517	21398
205	5543	21364
206	5568	21330
207	5591	21291
208	5620	21270
209	5648	21248
210	5674	21217
211	5702	21196
212	5731	21175
213	5757	21145
214	5785	21122
215	5808	21083
216	5835	21055
217	5860	21023
218	5885	20988
219	5914	20967
220	5939	20937
221	5965	20906
222	5993	20881
223	6026	20878
224	6054	20854
225	6080	20823
226	6106	20795
227	6139	20788
228	6166	20762
229	6193	20733
230	6218	20702
231	6243	20667
232	6270	20640
233	6295	20606
234	6323	20584
235	6352	20564
236	6384	20554
237	6412	20531
238	6437	20496
239	6463	20468
240	6489	20438
241	6517	20413
242	6540	20376
243	6566	20345
244	6590	20310
245	6614	20273
246	6642	20250
247	6667	20218
248	6695	20192
249	6719	20159
250	6753	20152
251	6779	20122
252	6805	20092
253	6831	20062
254	6857	20035
255	6883	20005
256	6910	19977
257	6937	19952
258	6963	19921
259	6988	19890
260	7013	19856
261	7041	19834
262	7066	19801
263	7093	19775
264	7120	19748
265	7146	19718
266	7175	19698
267	7203	19674
268	7230	19648
269	7254	19615
270	7280	19586
271	7306	19554
272	7332	19526
273	7358	19496
274	7386	19473
275	7411	19441
276	7440	19421
277	7466	19391
278	7493	19364
279	7520	19337
280	7545	19307
281	7571	19277
282	7597	19248
283	7625	19223
284	7650	19192
285	7676	19163
286	7703	19138
287	7727	19104
288	7753	19074
289	7778	19043
290	7805	19017
291	7832	18989
292	7859	18964
293	7884	18933
294	7910	18904
295	7936	18875
296	7964	18851
297	7993	18829
298	8018	18799
299	8044	18771
300	8070	18741
301	8095	18710
302	8121	18682
303	8148	18656
304	8176	18631
305	8203	18605
306	8228	18575
307	8254	18546
308	8281	18519
309	8307	18490
310	8336	18469
311	8361	18437
312	8387	18410
313	8411	18376
314	8436	18345
315	8463	18319
316	8491	18294
317	8518	18269
318	8544	18241
319	8568	18208
320	8594	18179
321	8620	18151
322	8646	18121
323	8672	18094
324	8697	18064
325	8722	18033
326	8747	18002
327	8773	17975
328	8798	17944
329	8823	17913
330	8848	17884
331	8872	17851
332	8897	17820
333	8923	17793
334	8950	17767
335	8976	17739
336	9001	17710
337	9029	17685
338	9055	17657
339	9081	17629
340	9106	17599
341	9131	17568
342	9156	17539
343	9182	17511
344	9209	17484
345	9237	17460
346	9261	17427
347	9287	17399
348	9314	17374
349	9340	17345
350	9365	17316
351	9397	17300
352	9425	17276
353	9451	17248
354	9477	17219
355	9503	17192
356	9531	17167
357	9558	17141
358	9587	17119
359	9612	17089
360	9639	17063
361	9666	17037
362	9693	17010
363	9720	16983
364	9746	16956
365	9772	16928
366	9802	16907
367	9828	16879
368	9853	16850
369	9879	16821
370	9905	16794
371	9932	16767
372	9957	16738
373	9984	16712
374	10011	16685
375	10038	16659
376	10065	16633
377	10093	16608
378	10119	16581
379	10144	16551
380	10172	16527
381	10199	16500
382	10226	16474
383	10253	16448
384	10280	16422
385	10307	16396
386	10333	16367
387	10360	16341
388	10384	16311
389	10410	16283
390	10434	16251
391	10459	16223
392	10483	16192
393	10509	16164
394	10537	16139
395	10561	16108
396	10588	16082
397	10612	16052
398	10639	16025
399	10666	15999
400	10691	15970
401	10716	15941
402	10742	15913
403	10766	15882
404	10791	15853
405	10816	15825
406	10843	15798
407	10870	15772
408	10895	15744
409	10920	15715
410	10946	15687
411	10974	15662
412	11000	15634
413	11029	15611
414	11055	15584
415	11083	15559
416	11109	15531
417	11136	15505
418	11162	15478
419	11188	15451
420	11214	15423
421	11242	15397
422	11268	15371
423	11295	15344
424	11323	15319
425	11351	15295
426	11379	15270
427	11403	15240
428	11430	15214
429	11456	15186
430	11480	15155
431	11505	15127
432	11532	15101
433	11559	15075
434	11583	15045
435	11609	15017
436	11636	14991
437	11660	14962
438	11686	14934
439	11714	14909
440	11740	14882
441	11767	14855
442	11792	14827
443	11817	14798
444	11842	14770
445	11871	14746
446	11897	14718
447	11931	14701
448	11960	14677
449	11987	14651
450	12027	14641
451	12054	14615
452	12081	14588
453	12108	14562
454	12136	14537
455	12167	14515
456	12195	14490
457	12222	14464
458	12250	14439
459	12278	14414
460	12304	14386
461	12332	14361
462	12358	14333
463	12384	14306
464	12411	14279
465	12437	14251
466	12466	14228
467	12494	14203
468	12521	14176
469	12547	14149
470	12573	14122
471	12599	14094
472	12626	14067
473	12653	14042
474	12679	14013
475	12704	13985
476	12728	13955
477	12755	13930
478	12791	13912
479	12819	13887
480	12848	13863
481	12874	13836
482	12900	13809
483	12926	13780
484	12952	13753
485	12977	13724
486	13003	13697
487	13029	13670
488	13055	13643
489	13081	13615
490	13107	13588
491	13134	13561
492	13160	13534
493	13188	13509
494	13214	13481
495	13241	13455
496	13264	13424
497	13289	13396
498	13319	13372
499	13344	13344
500	13370	13316
501	13398	13292
502	13426	13266
503	13461	13247
504	13489	13222
505	13513	13192
506	13543	13169
507	13571	13143
508	13597	13116
509	13621	13087
510	13646	13059
511	13679	13037
512	13708	13013
513	13734	12986
514	13761	12960
515	13787	12932
516	13813	12904
517	13840	12878
518	13868	12853
519	13893	12824
520	13920	12798
521	13943	12768
522	13968	12740
523	13994	12712
524	14019	12683
525	14045	12656
526	14070	12628
527	14096	12601
528	14122	12574
529	14149	12547
530	14175	12520
531	14200	12492
532	14228	12466
533	14255	12440
534	14286	12417
535	14311	12388
536	14337	12361
537	14362	12333
538	14390	12307
539	14415	12279
540	14439	12250
541	14463	12222
542	14489	12194
543	14514	12166
544	14539	12138
545	14568	12113
546	14597	12088
547	14625	12063
548	14652	12037
549	14678	12010
550	14705	11983
551	14749	11970
552	14776	11944
553	14801	11916
554	14828	11889
555	14853	11861
556	14878	11833
557	14903	11805
558	14932	11780
559	14958	11753
560	14987	11728
561	15013	11700
562	15041	11674
563	15066	11646
564	15091	11619
565	15119	11593
566	15146	11566
567	15173	11540
568	15201	11514
569	15227	11487
570	15253	11460
571	15279	11432
572	15304	11405
573	15331	11378
574	15359	11352
575	15384	11324
576	15410	11297
577	15435	11269
578	15462	11242
579	15488	11215
580	15514	11188
581	15539	11160
582	15563	11132
583	15589	11104
584	15617	11079
585	15644	11052
586	15671	11025
587	15696	10998
588	15722	10970
589	15748	10943
590	15776	10918
591	15804	10892
592	15829	10864
593	15858	10839
594	15885	10812
595	15913	10787
596	15937	10758
597	15965	10732
598	15989	10703
599	16016	10677
600	16042	10650
601	16070	10624
602	16098	10598
603	16124	10571
604	16151	10545
605	16177	10518
606	16203	10490
607	16229	10463
608	16257	10438
609	16282	10410
610	16310	10384
611	16334	10356
612	16363	10330
613	16389	10303
614	16415	10276
615	16443	10250
616	16470	10223
617	16496	10196
618	16521	10168
619	16548	10142
620	16572	10114
621	16597	10086
622	16622	10059
623	16649	10032
624	16675	10005
625	16703	9979
626	16728	9951
627	16754	9924
628	16783	9899
629	16810	9872
630	16836	9845
631	16863	9819
632	16890	9792
633	16915	9764
634	16940	9737
635	16966	9710
636	16993	9683
637	17018	9656
638	17043	9628
639	17067	9600
640	17092	9572
641	17117	9545
642	17143	9518
643	17170	9491
644	17196	9464
645	17223	9438
646	17251	9412
647	17274	9383
648	17298	9355
649	17325	9329
650	17350	9301
651	17380	9276
652	17409	9251
653	17436	9224
654	17461	9197
655	17489	9171
656	17514	9143
657	17542	9118
658	17571	9092
659	17602	9067
660	17628	9041
661	17655	9014
662	17680	8986
663	17706	8960
664	17733	8933
665	17762	8907
666	17789	8881
667	17816	8854
668	17841	8827
669	17866	8800
670	17892	8772
671	17916	8745
672	17942	8717
673	17968	8690
674	17994	8663
675	18020	8637
676	18046	8610
677	18073	8583
678	18099	8556
679	18124	8529
680	18150	8502
681	18177	8475
682	18205	8449
683	18234	8423
684	18261	8397
685	18286	8370
686	18313	8343
687	18339	8316
688	18368	8291
689	18393	8263
690	18421	8237
691	18448	8211
692	18475	8184
693	18502	8158
694	18527	8130
695	18554	8104
696	18579	8076
697	18605	8049
698	18632	8023
699	18656	7995
700	18681	7968
701	18710	7942
702	18739	7916
703	18765	7890
704	18791	7863
705	18817	7836
706	18843	7809
707	18870	7782
708	18899	7757
709	18925	7730
710	18953	7704
711	18978	7676
712	19005	7650
713	19031	7623
714	19060	7597
715	19086	7570
716	19115	7544
717	19142	7518
718	19168	7491
719	19194	7464
720	19218	7436
721	19242	7409
722	19270	7383
723	19295	7355
724	19322	7329
725	19347	7301
726	19374	7275
727	19401	7249
728	19426	7221
729	19454	7195
730	19482	7169
731	19510	7143
732	19535	7116
733	19563	7089
734	19590	7063
735	19617	7036
736	19647	7011
737	19671	6983
738	19698	6957
739	19724	6930
740	19750	6903
741	19777	6876
742	19804	6850
743	19830	6823
744	19855	6796
745	19883	6769
746	19910	6743
747	19939	6717
748	19965	6690
749	19991	6663
750	20026	6639
751	20052	6613
752	20078	6586
753	20104	6559
754	20128	6531
755	20154	6504
756	20181	6478
757	20210	6452
758	20238	6426
759	20264	6399
760	20289	6372
761	20317	6345
762	20342	6318
763	20369	6292
764	20395	6265
765	20423	6239
766	20449	6212
767	20476	6185
768	20504	6159
769	20531	6132
770	20559	6106
771	20586	6080
772	20611	6052
773	20638	6026
774	20664	5999
775	20689	5972
776	20714	5945
777	20740	5918
778	20765	5891
779	20792	5864
780	20820	5838
781	20845	5811
782	20871	5784
783	20898	5757
784	20924	5731
785	20951	5704
786	20980	5678
787	21006	5651
788	21030	5624
789	21055	5597
790	21081	5570
791	21107	5543
792	21134	5516
793	21161	5490
794	21186	5463
795	21209	5435
796	21236	5408
797	21263	5382
798	21291	5356
799	21315	5328
800	21343	5302
801	21369	5275
802	21395	5248
803	21420	5221
804	21444	5194
805	21472	5168
806	21498	5141
807	21523	5114
808	21550	5087
809	21577	5061
810	21602	5034
811	21633	5008
812	21659	4981
813	21686	4955
814	21712	4928
815	21737	4901
816	21765	4875
817	21792	4848
818	21819	4822
819	21844	4795
820	21871	4768
821	21899	4742
822	21926	4715
823	21953	4689
824	21978	4662
825	22005	4635
826	22032	4608
827	22059	4582
828	22084	4555
829	22111	4528
830	22138	4502
831	22164	4475
832	22192	4449
833	22220	4422
834	22246	4395
835	22272	4369
836	22299	4342
837	22323	4315
838	22349	4288
839	22377	4262
840	22403	4235
841	22428	4208
842	22452	4181
843	22479	4154
844	22505	4128
845	22530	4101
846	22558	4074
847	22585	4048
848	22611	4021
849	22637	3994
850	22671	3969
851	22703	3943
852	22730	3917
853	22753	3889
854	22781	3863
855	22806	3836
856	22834	3810
857	22863	3783
858	22888	3756
859	22915	3730
860	22941	3703
861	22970	3677
862	22994	3650
863	23021	3623
864	23047	3596
865	23073	3570
866	23098	3543
867	23124	3516
868	23151	3490
869	23179	3463
870	23205	3436
871	23231	3410
872	23257	3383
873	23282	3356
874	23308	3329
875	23333	3302
876	23360	3276
877	23385	3249
878	23413	3223
879	23437	3196
880	23465	3169
881	23494	3143
882	23521	3116
883	23546	3089
884	23573	3063
885	23599	3036
886	23625	3009
887	23651	2983
888	23677	2956
889	23704	2929
890	23731	2903
891	23757	2876
892	23784	2849
893	23811	2823
894	23836	2796
895	23861	2769
896	23887	2742
897	23912	2716
898	23940	2689
899	23965	2662
900	23991	2636
901	24016	2609
902	24040	2582
903	24066	2555
904	24092	2529
905	24118	2502
906	24143	2475
907	24168	2448
908	24194	2422
909	24220	2395
910	24245	2368
911	24272	2342
912	24300	2315
913	24326	2288
914	24355	2262
915	24379	2235
916	24404	2208
917	24428	2182
918	24454	2155
919	24480	2128
920	24505	2102
921	24531	2075
922	24557	2048
923	24585	2022
924	24609	1995
925	24635	1968
926	24662	1942
927	24688	1915
928	24715	1888
929	24740	1862
930	24767	1835
931	24793	1808
932	24820	1782
933	24846	1755
934	24870	1728
935	24898	1702
936	24923	1675
937	24950	1649
938	24977	1622
939	25003	1595
940	25032	1569
941	25057	1542
942	25082	1516
943	25109	1489
944	25134	1462
945	25159	1436
946	25183	1409
947	25209	1382
948	25236	1356
949	25263	1329
950	25287	1302
951	25317	1276
952	25350	1250
953	25377	1223
954	25405	1197
955	25431	1170
956	25457	1143
957	25484	1117
958	25509	1090
959	25539	1064
960	25565	1037
961	25592	1010
962	25621	984
963	25646	957
964	25672	931
965	25696	904
966	25723	877
967	25750	851
968	25775	824
969	25802	798
970	25829	771
971	25855	744
972	25880	718
973	25906	691
974	25933	664
975	25959	638
976	25987	611
977	26011	585
978	26036	558
979	26064	531
980	26089	505
981	26115	478
982	26142	452
983	26166	425
984	26194	398
985	26218	372
986	26246	345
987	26273	319
988	26298	292
989	26323	265
990	26350	239
991	26376	212
992	26404	186
993	26430	159
994	26457	132
995	26484	106
996	26510	79
997	26536	53
998	26562	26
999	26588	0
