iter	Logloss
172	0.4586714731
173	0.4586175249
174	0.4585267313
175	0.4584385977
176	0.4583543171
177	0.4582515347
178	0.4581884749
179	0.4581073336
180	0.4579961828
181	0.4579454785
182	0.4578333073
183	0.4577584429
184	0.4576931012
185	0.4576300819
186	0.4575639057
187	0.4575324994
188	0.4574387493
189	0.4573602057
190	0.4572949222
191	0.4572164506
192	0.4571411513
193	0.4570940216
194	0.4570166668
195	0.4569387771
196	0.4568974535
197	0.4568185784
198	0.4567478172
199	0.4566933972
200	0.4566396162
201	0.4565711795
202	0.4564818772
203	0.4564315827
204	0.4563870029
205	0.4563070821
206	0.4562321246
207	0.456185527
208	0.4560995091
209	0.4560106121
210	0.4559520097
211	0.4558925747
212	0.455799361
213	0.4557182226
214	0.4556376546
215	0.4555962254
216	0.4555393231
217	0.4554529467
218	0.4554118541
219	0.4553332897
220	0.4552461251
221	0.4551818382
222	0.4551151862
223	0.4550579163
224	0.4549860486
225	0.4549270991
226	0.4548656248
227	0.4548064636
228	0.4547460861
229	0.4546880205
230	0.454644707
231	0.4546048162
232	0.4545601587
233	0.4544946471
234	0.4544423893
235	0.4543625347
236	0.4542660382
237	0.4542050514
238	0.4541453268
239	0.4540899809
240	0.454041905
241	0.4539756509
242	0.4539417606
243	0.4538924718
244	0.4538612763
245	0.4538157308
246	0.4537498129
247	0.4536971377
248	0.4536192194
249	0.4535759113
250	0.453519427
251	0.4534767925
252	0.4533902591
253	0.4533385658
254	0.4532759027
255	0.4532089365
256	0.4531578946
257	0.4531300139
258	0.4530498726
259	0.4529974663
260	0.4529275576
261	0.4528628824
262	0.4528381047
263	0.4527887796
264	0.4527282067
265	0.4526828702
266	0.4526281054
267	0.4525721986
268	0.4525004842
269	0.4524549262
270	0.4524177404
271	0.4523478893
272	0.4522920712
273	0.4522544671
274	0.452199731
275	0.4521494445
276	0.4520731917
277	0.4520101369
278	0.4519635939
279	0.4519101563
280	0.451850646
281	0.4517956122
282	0.4517474896
283	0.4516811078
284	0.4516253267
285	0.4515668132
286	0.4515169984
287	0.451467326
288	0.4514373244
289	0.4513849667
290	0.4513424977
291	0.4512921644
292	0.4512174323
293	0.4511740332
294	0.4511142537
295	0.4510894759
296	0.451041356
297	0.4509913518
298	0.4509356077
299	0.4508775781
300	0.4508379482
301	0.4507898955
302	0.4507200964
303	0.4506551866
304	0.4506113669
305	0.4505580442
306	0.4505041471
307	0.4504588455
308	0.4504222222
309	0.4503683954
310	0.4503219774
311	0.4502835531
312	0.450240734
313	0.4502002397
314	0.4501526051
315	0.4501003955
316	0.4500537561
317	0.4499878907
318	0.4499371282
319	0.449902202
320	0.4498392004
321	0.449800909
322	0.449758719
323	0.4497049734
324	0.4496410228
325	0.4495755431
326	0.449545728
327	0.4494750444
328	0.4494217602
329	0.4493684436
330	0.4493165293
331	0.4492703631
332	0.4492178328
333	0.4491660742
334	0.4491200699
335	0.449067736
336	0.4490340136
337	0.4489660421
338	0.448909002
339	0.4488625385
340	0.4488209729
341	0.4487714801
342	0.4487224252
343	0.4486598746
344	0.4486107857
345	0.4485471964
346	0.4485102483
347	0.4484676778
348	0.448406227
349	0.4483577214
350	0.4483265422
351	0.4482918711
352	0.4482454439
353	0.4482075511
354	0.4481759132
355	0.4481285233
356	0.4480779385
357	0.448017852
358	0.447962729
359	0.4479252898
360	0.4478786626
361	0.4478236677
362	0.4477752107
363	0.4477299206
364	0.447689565
365	0.4476478285
366	0.4475840672
367	0.4475460126
368	0.4475166713
369	0.4474672814
370	0.4474318366
371	0.4473418118
372	0.4473002881
373	0.4472744869
374	0.4472204528
375	0.4471707088
376	0.4471069746
377	0.4470668438
378	0.4470169676
379	0.4469803957
380	0.4469337249
381	0.4468804237
382	0.4468428296
383	0.4467916319
384	0.4467407003
385	0.446688352
386	0.4466667873
387	0.4466201421
388	0.4465862106
389	0.4465534437
390	0.4465311149
391	0.4464905739
392	0.4464499802
393	0.446422869
394	0.4463684094
395	0.4463371039
396	0.4462983715
397	0.4462822827
398	0.4462362953
399	0.44619615
400	0.4461281912
401	0.4460785458
402	0.4460409205
403	0.4460151669
404	0.4459863068
405	0.4459414695
406	0.445904653
407	0.4458534944
408	0.4458188706
409	0.445784975
410	0.4457493083
411	0.4456647854
412	0.4456244847
413	0.4455787784
414	0.4455248515
415	0.445486209
416	0.4454401627
417	0.4453644173
418	0.445319543
419	0.4452841282
420	0.4452525888
421	0.4452071588
422	0.4451499772
423	0.4450866946
424	0.4450384871
425	0.4449955581
426	0.4449421574
427	0.4449178697
428	0.4448799966
429	0.444829621
430	0.4447972598
431	0.4447692973
432	0.4447081116
433	0.4446699885
434	0.444616498
435	0.4445663427
436	0.4445286105
437	0.4444734139
438	0.444436153
439	0.4443800365
440	0.4443431909
441	0.4442827019
442	0.4442343634
443	0.4442037264
444	0.4441750812
445	0.4440831165
446	0.4440284875
447	0.4440054228
448	0.443966102
449	0.4439210409
450	0.4438775655
451	0.4438405034
452	0.4437997086
453	0.4437605913
454	0.4437124453
455	0.4436585855
456	0.443620441
457	0.4436028407
458	0.4435469244
459	0.4435004958
460	0.4434490241
461	0.4433992145
462	0.4433641785
463	0.4433181406
464	0.4432730613
465	0.443241732
466	0.4431918125
467	0.4431500588
468	0.4431055702
469	0.4430765715
470	0.4430373718
471	0.4430020271
472	0.4429632457
473	0.4429173561
474	0.4428784204
475	0.4428330892
476	0.4428095487
477	0.4427511214
478	0.4427077269
479	0.4426569275
480	0.4426165054
481	0.4425810574
482	0.4425574704
483	0.4425387957
484	0.4425006119
485	0.4424707443
486	0.4424434879
487	0.442412243
488	0.4423718812
489	0.442342027
490	0.4423100675
491	0.4422715776
492	0.4422371189
493	0.4421880455
494	0.4421577769
495	0.4421152428
496	0.4420814202
497	0.4420566497
498	0.4420225521
499	0.4419910713
500	0.4419519842
501	0.4418934692
502	0.4418309061
503	0.4417877931
504	0.4417564442
505	0.4417254939
506	0.4416677913
507	0.4416278173
508	0.4415812329
509	0.4415568519
510	0.4415191206
511	0.4414753302
512	0.4414390453
513	0.4414042334
514	0.4413596542
515	0.4413294461
516	0.4412958849
517	0.4412612127
518	0.4412183063
519	0.4411664236
520	0.4410998018
521	0.4410784538
522	0.4410484634
523	0.4410128939
524	0.4409779104
525	0.4409240171
526	0.4408836132
527	0.4408476579
528	0.4408001409
529	0.4407595116
530	0.4407185067
531	0.4406864448
532	0.4406489216
533	0.440603805
534	0.4405615865
535	0.4405196349
536	0.4404786302
537	0.4404247748
538	0.4403693844
539	0.4403599859
540	0.4403221903
541	0.4402935329
542	0.440241995
543	0.4402016698
544	0.4401485122
545	0.4400894499
546	0.4400350004
547	0.4399784067
548	0.4399520499
549	0.439898758
550	0.4398585736
551	0.4398213287
552	0.4397823503
553	0.4397383106
554	0.4396950222
555	0.4396512215
556	0.4396217145
557	0.4395933084
558	0.4395425589
559	0.4395091059
560	0.4394659666
561	0.4394197517
562	0.4393815749
563	0.4393476548
564	0.4393206013
565	0.4392591417
566	0.4392130312
567	0.4391754886
568	0.4391285736
569	0.4390831954
570	0.4390436779
571	0.4390064286
572	0.4389799482
573	0.4389420673
574	0.4388864425
575	0.4388535878
576	0.438822542
577	0.438803986
578	0.4387629849
579	0.438736469
580	0.4386997989
581	0.4386673366
582	0.4386419243
583	0.4386027379
584	0.4385536562
585	0.438515646
586	0.4384722036
587	0.4384405445
588	0.4384140276
589	0.4383582645
590	0.4383001675
591	0.4382594441
592	0.4382177261
593	0.4381678282
594	0.4381159988
595	0.4380749181
596	0.4380396292
597	0.4379951818
598	0.4379589154
599	0.4379110974
600	0.4378904413
601	0.4378563614
602	0.437817804
603	0.4377808164
604	0.4377428342
605	0.4376973664
606	0.4376416145
607	0.4376073948
608	0.437572436
609	0.4375351342
610	0.4374997773
611	0.4374691941
612	0.4374292401
613	0.4374066475
614	0.4373742875
615	0.4373249406
616	0.4372921927
617	0.437258469
618	0.4372122894
619	0.4371654269
620	0.4371307598
621	0.4370964589
622	0.437060653
623	0.4370211597
624	0.4369623188
625	0.4369371291
626	0.4369056692
627	0.4368622655
628	0.436819774
629	0.4367751328
630	0.4367451258
631	0.4367090993
632	0.4366581884
633	0.4366314762
634	0.4366023819
635	0.4365623721
636	0.4365216442
637	0.4364871457
638	0.4364572881
639	0.436423051
640	0.4363958861
641	0.4363580073
642	0.4363187424
643	0.4362901627
644	0.4362438069
645	0.4362080062
646	0.4361646082
647	0.4361368365
648	0.4361205339
649	0.4360844979
650	0.4360547649
651	0.436024881
652	0.4359898146
653	0.4359664393
654	0.4359133082
655	0.4358684068
656	0.4358334968
657	0.4357930439
658	0.4357594981
659	0.4357176386
660	0.4356874108
661	0.4356459201
662	0.4356057733
663	0.4355661121
664	0.4355368955
665	0.4355057552
666	0.4354812437
667	0.4354544839
668	0.4354204522
669	0.4353797868
670	0.4353444262
671	0.4353290288
672	0.4352935658
673	0.4352656228
674	0.4352313527
675	0.4351688469
676	0.4351321632
677	0.4350941814
678	0.4350641968
679	0.4350320636
680	0.4349964185
681	0.4349660458
682	0.4349391761
683	0.4349065245
684	0.4348833626
685	0.4348485478
686	0.434806127
687	0.4347554661
688	0.434688626
689	0.4346487277
690	0.4346123081
691	0.4345709398
692	0.4345331884
693	0.4344964692
694	0.4344470822
695	0.4343962925
696	0.4343618916
697	0.4343260382
698	0.4342871194
699	0.4342538534
700	0.43421155
701	0.4341786116
702	0.4341424418
703	0.4341046217
704	0.4340769758
705	0.4340326878
706	0.4339897595
707	0.4339581733
708	0.4339089198
709	0.4338727607
710	0.4338293196
711	0.4338166976
712	0.4337744428
713	0.4337554245
714	0.4336968311
715	0.4336597957
716	0.4336180082
717	0.433577939
718	0.4335405084
719	0.4335074992
720	0.4334895706
721	0.4334669314
722	0.433422967
723	0.4333870469
724	0.4333613245
725	0.4333429217
726	0.4333030632
727	0.4332710119
728	0.4332323634
729	0.433197349
730	0.4331573004
731	0.4331128735
732	0.433081773
733	0.4330429738
734	0.4330096116
735	0.4329695319
736	0.4329313489
737	0.4329066267
738	0.4328814677
739	0.4328603309
740	0.4328359485
741	0.4327869017
742	0.4327504029
743	0.4327192753
744	0.4326861882
745	0.4326527122
746	0.4326192352
747	0.4325824356
748	0.4325501111
749	0.4325076142
750	0.4324660666
751	0.4324299663
752	0.4324022326
753	0.4323602321
754	0.4323276771
755	0.4322963359
756	0.4322599192
757	0.4322230579
758	0.4321831029
759	0.4321610545
760	0.4321236773
761	0.4320918212
762	0.4320650759
763	0.4320231699
764	0.4319726628
765	0.4319463176
766	0.4319054725
767	0.4318607129
768	0.4318127328
769	0.4317760777
770	0.431743527
771	0.4317079106
772	0.4316695759
773	0.4316337535
774	0.4316144845
775	0.4315880509
776	0.431555413
777	0.4315232896
778	0.4314967883
779	0.4314731421
780	0.4314203678
781	0.4313918123
782	0.4313692803
783	0.4313387871
784	0.4313067023
785	0.4312614261
786	0.4312044771
787	0.4311866532
788	0.4311548765
789	0.4311204804
790	0.4310829033
791	0.4310514792
792	0.4310251863
793	0.4309737109
794	0.4309481174
795	0.4309214526
796	0.4308943726
797	0.4308553177
798	0.4308157103
799	0.4307937952
800	0.4307650284
801	0.4307320041
802	0.4307066524
803	0.4306770011
804	0.4306509699
805	0.4306113378
806	0.430575941
807	0.43054744
808	0.4305093947
809	0.430481901
810	0.4304615099
811	0.4304311076
812	0.4304147321
813	0.4303852594
814	0.430354491
815	0.430330355
816	0.4302872255
817	0.4302450396
818	0.4302147061
819	0.4301860429
820	0.4301590457
821	0.4301212708
822	0.430086076
823	0.4300533582
824	0.430027976
825	0.42999362
826	0.4299489523
827	0.4299057686
828	0.4298640572
829	0.4298197413
830	0.4297842062
831	0.4297528011
832	0.4297033954
833	0.4296745319
834	0.4296461752
835	0.4296128513
836	0.4295648036
837	0.4295425326
838	0.4295187055
839	0.429487426
840	0.4294545694
841	0.4294196711
842	0.4294025596
843	0.4293601063
844	0.4293306706
845	0.4293004976
846	0.4292687306
847	0.4292507224
848	0.4292064374
849	0.4291857097
850	0.4291541716
851	0.4291228327
852	0.4290945681
853	0.4290796266
854	0.4290506941
855	0.4290163918
856	0.4289824038
857	0.4289466733
858	0.4289137256
859	0.4288871026
860	0.4288678894
861	0.4288371392
862	0.4288011031
863	0.4287736428
864	0.4287501172
865	0.4287195518
866	0.4287072624
867	0.4286688795
868	0.4286440762
869	0.4286082917
870	0.4285668758
871	0.4285385586
872	0.4285005972
873	0.4284580882
874	0.4284242192
875	0.4283937038
876	0.4283656117
877	0.4283390728
878	0.4283104689
879	0.4282749527
880	0.4282243806
881	0.4282073095
882	0.4281662196
883	0.4281320578
884	0.428104191
885	0.4280801069
886	0.4280342469
887	0.4280067809
888	0.427987866
889	0.427949153
890	0.4279226929
891	0.4278901316
892	0.4278586144
893	0.4278235833
894	0.4277978902
895	0.4277701189
896	0.4277286317
897	0.4277023721
898	0.4276672128
899	0.4276352392
900	0.4276065825
901	0.4275770386
902	0.4275562854
903	0.4275202533
904	0.4274884695
905	0.4274659009
906	0.4274429771
907	0.4274119861
908	0.4273925287
909	0.427342682
910	0.4273107784
911	0.427289125
912	0.4272646296
913	0.4272472077
914	0.4272187649
915	0.4271877847
916	0.4271655106
917	0.4271395523
918	0.4271117328
919	0.4270843661
920	0.4270563095
921	0.42702624
922	0.427004111
923	0.426969995
924	0.4269480902
925	0.426919497
926	0.4268851943
927	0.4268426533
928	0.4268175651
929	0.426785311
930	0.4267521307
931	0.4267137709
932	0.4266799604
933	0.4266498816
934	0.4266358155
935	0.4266136544
936	0.4265796565
937	0.426552764
938	0.4265218356
939	0.4264922398
940	0.4264513982
941	0.4264305626
942	0.4264030751
943	0.4263745174
944	0.4263490135
945	0.4263249334
946	0.4263034011
947	0.4262667099
948	0.4262368492
949	0.4262100067
950	0.4261908626
951	0.4261652967
952	0.4261382097
953	0.4261108219
954	0.4260713589
955	0.4260388197
956	0.426005637
957	0.4259620185
958	0.4259366078
959	0.4258993246
960	0.4258729927
961	0.4258400503
962	0.4258087316
963	0.4257780775
964	0.4257459607
965	0.4257165951
966	0.4256849694
967	0.4256479661
968	0.4256290526
969	0.4255852573
970	0.4255497471
971	0.4255131316
972	0.4254808426
973	0.4254525981
974	0.4254126455
975	0.4253860288
976	0.4253447022
977	0.4253206296
978	0.4252967269
979	0.4252737326
980	0.4252491842
981	0.4252244618
982	0.4251901403
983	0.4251654295
984	0.4251347827
985	0.4251145769
986	0.4250863484
987	0.425054653
988	0.4250260786
989	0.4249929022
990	0.4249637814
991	0.4249299348
992	0.4248858998
993	0.4248612394
994	0.4248252308
995	0.4248007155
996	0.4247575048
997	0.4247354881
998	0.4247168387
999	0.4246878196
